municipio_id,provincia_id,id_departamento,municipio,provincia,departamento
CBA083,AR-T,1648,El Mollar,Tucuman,Tafi del Valle
CBA359,AR-A,1679,Seclantas,Salta,Molinos
NEU046,AR-W,1414,Chavarria,Corrientes,San Roque
FOR008,AR-S,1701,Esteban Rams,Santa Fe,Nueve de Julio
BUE121,AR-X,1385,Los Cisnes,Cordoba,Juarez Celman
SGO082,AR-E,1445,Gualeguay,Entre Rios,Gualeguay
SGO050,AR-H,1358,Miraflores,Chaco,General Guemes
COR057,AR-Y,1459,Puesto del Marques,Jujuy,Cochinoca
CBA042,AR-Y,1469,Huacalera,Jujuy,Tilcara
BUE086,AR-S,1693,San Genaro,Santa Fe,San Jeronimo
CBA148,AR-Q,1556,Villa el Chocon,Neuquen,Confluencia
CBA038,AR-G,1616,Guardia Escolta,Santiago del Estero,Belgrano
ERI015,AR-X,1385,General Deheza,Cordoba,Juarez Celman
ERI044,AR-W,1423,Esquina,Corrientes,Esquina
MZA006,AR-S,1689,Colonia Aldao,Santa Fe,Castellanos
CBA311,AR-P,1453,Comandante Fontana,Formosa,Patino
MZA004,AR-G,1634,Quimili,Santiago del Estero,Moreno
SAL013,AR-R,1568,Aguada Guzman,Rio Negro,El Cuy
SAL048,AR-S,1689,Presidente Roca,Santa Fe,Castellanos
BUE120,AR-G,1634,Las Tinajas,Santiago del Estero,Moreno
BUE091,AR-X,1407,Laboulaye,Cordoba,Presidente Roque Saenz Pena
CBA012,AR-U,1378,Las Plumas,Chubut,Martires
BUE075,AR-W,1413,Carolina,Corrientes,Goya
,AR-W,1413,Carolina,Corrientes,Goya
,AR-S,1696,Lucio V. Lopez,Santa Fe,Iriondo
,AR-Q,1552,Los Miches,Neuquen,Minas
,AR-G,1634,Lilo Viejo - Patay,Santiago del Estero,Moreno
,AR-R,1572,Prahuaniyeu,Rio Negro,Nueve de Julio
,AR-S,1694,Sauce Viejo,Santa Fe,La Capital
,AR-A,1662,El Quebrachal,Salta,Anta
,AR-D,1599,Batavia,San Luis,Gobernador Dupuy
,AR-E,1439,Maria Grande,Entre Rios,Parana
,AR-U,1368,Aldea Epulef,Chubut,Languineo
,AR-Y,1472,Purmamarca,Jujuy,Tumbaya
,AR-B,1224,Coronel Dorrego,Buenos Aires,Coronel Dorrego
,AR-B,1224,Coronel Dorrego,Buenos Aires,Coronel Dorrego
,AR-H,1360,Las Palmas,Chaco,Bermejo
,AR-X,1386,Inriville,Cordoba,Marcos Juarez
,AR-Z,1607,Koluel Kayke,Santa Cruz,Deseado
,AR-W,1429,Mburucuya,Corrientes,Mburucuya
,AR-S,1683,Murphy,Santa Fe,General Lopez
,AR-B,1242,General la Madrid,Buenos Aires,General La Madrid
,AR-X,1393,Ticino,Cordoba,General San Martin
,AR-E,1443,Sauce de Luna,Entre Rios,Federal
,AR-F,1498,Castro Barros,La Rioja,Castro Barros
,AR-B,1299,Rivadavia,Buenos Aires,Rivadavia
,AR-V,1723,Tolhuin,Tierra del Fuego,Tolhuin
,AR-A,1679,Molinos,Salta,Molinos
,AR-U,1371,Esquel,Chubut,Futaleufu
,AR-X,1387,Morteros,Cordoba,San Justo
,AR-S,1696,Carrizales,Santa Fe,Iriondo
,AR-W,1409,Tres de Abril,Corrientes,Bella Vista
,AR-B,1309,San Fernando,Buenos Aires,San Fernando
,AR-B,1314,San Vicente,Buenos Aires,San Vicente
,AR-B,1314,San Vicente,Buenos Aires,San Vicente
,AR-B,1266,Lincoln,Buenos Aires,Lincoln
,AR-H,1358,El Sauzalito,Chaco,General Guemes
,AR-N,1538,Santa Ana,Misiones,Candelaria
,AR-K,1341,Poman,Catamarca,Poman
,AR-T,1656,Escaba,Tucuman,Juan Bautista Alberdi
,AR-Z,1611,Perito Moreno,Santa Cruz,Lago Buenos Aires
,AR-Z,1611,Perito Moreno,Santa Cruz,Lago Buenos Aires
,AR-B,1259,La Matanza,Buenos Aires,La Matanza
,AR-M,1522,Lujan de Cuyo,Mendoza,Lujan de Cuyo
,AR-M,1522,Lujan de Cuyo,Mendoza,Lujan de Cuyo
,AR-S,1701,Gregoria Perez de denis,Santa Fe,Nueve de Julio
,AR-X,1391,Los Reartes,Cordoba,Calamuchita
,AR-S,1701,Tostado,Santa Fe,Nueve de Julio
,AR-X,1401,Chanar Viejo,Cordoba,Rio Seco
,AR-S,1686,Alcorta,Santa Fe,Constitucion
,AR-E,1441,San Jose,Entre Rios,Colon
,AR-G,1616,Bandera,Santiago del Estero,Belgrano
,AR-R,1569,Cipolletti,Rio Negro,General Roca
,AR-R,1569,Cipolletti,Rio Negro,General Roca
,AR-A,1660,Embarcacion,Salta,General Jose de San Martin
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca
,AR-G,1638,Santiago del Estero,Santiago del Estero,Capital
,AR-J,1589,Rivadavia,San Juan,Rivadavia
,AR-W,1416,Mocoreta,Corrientes,Monte Caseros
,AR-S,1684,Funes,Santa Fe,Rosario
,AR-P,1453,Subteniente Perin,Formosa,Patino
,AR-R,1572,Cona Niyeu,Rio Negro,Nueve de Julio
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital
,AR-S,1690,San Bernardo (S.J.),Santa Fe,San Justo
,AR-K,1333,San Fernando,Catamarca,Belen
,AR-Z,1608,Puerto Santa Cruz,Santa Cruz,Corpen Aike
,AR-E,1435,Aranguren,Entre Rios,Nogoya
,AR-Q,1559,Paso Aguerre,Neuquen,Picun Leufu
,AR-S,1684,Rosario,Santa Fe,Rosario
,AR-J,1582,Caucete,San Juan,Caucete
,AR-R,1573,San Javier,Rio Negro,Adolfo Alsina
,AR-J,1588,Rawson,San Juan,Rawson
,AR-W,1424,Felipe Yofre,Corrientes,Mercedes
,AR-B,1275,Marcos Paz,Buenos Aires,Marcos Paz
,AR-X,1388,Tancacha,Cordoba,Tercero Arriba
,AR-S,1694,Laguna Paiva,Santa Fe,La Capital
,AR-B,1235,Florentino Ameghino,Buenos Aires,Florentino Ameghino
,AR-X,1388,Los Zorros,Cordoba,Tercero Arriba
,AR-N,1544,Colonia Wanda,Misiones,Iguazu
,AR-U,1368,Carrenleufu,Chubut,Languineo
,AR-R,1569,Ingeniero Luis A. Huergo,Rio Negro,General Roca
,AR-W,1414,San Roque,Corrientes,San Roque
,AR-B,1291,Pilar,Buenos Aires,Pilar
,AR-B,1291,Pilar,Buenos Aires,Pilar
,AR-T,1643,Monteros,Tucuman,Monteros
,AR-X,1396,Villa Giardino,Cordoba,Punilla
,AR-F,1511,Rosario Vera Penaloza,La Rioja,Rosario Vera Penaloza
,AR-F,1512,San Blas de los Sauces,La Rioja,San Blas de los Sauces
,AR-U,1368,Paso del Sapo,Chubut,Languineo
,AR-X,1394,Rio Primero,Cordoba,Rio Primero
,AR-S,1683,Diego de Alvear,Santa Fe,General Lopez
,AR-A,1668,Pichanal,Salta,Oran
,AR-E,1444,General Campos,Entre Rios,San Salvador
,AR-H,1284,Las Brenas,Chaco,Nueve de Julio
,AR-Y,1462,El Condor,Jujuy,Yavi
,AR-A,1682,San Antonio de los Cobres,Salta,Los Andes
,AR-X,1384,Monte Lena,Cordoba,Union
,AR-X,1395,Canada de Rio Pinto,Cordoba,Ischilin
,AR-S,1683,Rufino,Santa Fe,General Lopez
,AR-S,1683,Rufino,Santa Fe,General Lopez
,AR-S,1683,Rufino,Santa Fe,General Lopez
,AR-S,1701,Villa Minetti,Santa Fe,Nueve de Julio
,AR-S,1689,Bella Italia,Santa Fe,Castellanos
,AR-E,1441,Villa Elisa,Entre Rios,Colon
,AR-G,1617,La Canada,Santiago del Estero,Figueroa
,AR-A,1677,La Poma,Salta,La Poma
,AR-G,1626,Colonia Tinco,Santiago del Estero,Rio Hondo
,AR-X,1391,La Cruz,Cordoba,Calamuchita
,AR-W,1425,Santo Tome,Corrientes,Santo Tome
,AR-Q,1560,Junin de los Andes,Neuquen,Huiliches
,AR-S,1695,Lanteri,Santa Fe,General Obligado
,AR-G,1639,Villa Ojo de Agua,Santiago del Estero,Ojo de Agua
,AR-R,1568,Mencue,Rio Negro,El Cuy
,AR-S,1690,San Justo,Santa Fe,San Justo
,AR-E,1442,Concordia,Entre Rios,Concordia
,AR-E,1442,Concordia,Entre Rios,Concordia
,AR-S,1687,Ricardone,Santa Fe,San Lorenzo
,AR-Y,1468,Palma Sola,Jujuy,Santa Barbara
,AR-H,1346,Avia Terai,Chaco,Independencia
,AR-U,1377,Rio Pico,Chubut,Tehuelches
,AR-X,1387,Colonia Vignaud,Cordoba,San Justo
,AR-T,1651,Villa Benjamin Araoz y el Tajamar,Tucuman,Burruyacu
,AR-W,1415,La Cruz,Corrientes,San Martin
,AR-S,1683,Miguel Torres,Santa Fe,General Lopez
,AR-X,1391,San Ignacio,Cordoba,Calamuchita
,AR-M,1526,Rivadavia,Mendoza,Rivadavia
,AR-E,1438,Puerto Ibicuy,Entre Rios,Islas del Ibicuy
,AR-U,1372,El Hoyo,Chubut,Cushamen
,AR-F,1497,Arauco,La Rioja,Arauco
,AR-B,1292,Pinamar,Buenos Aires,Pinamar
,AR-B,1292,Pinamar,Buenos Aires,Pinamar
,AR-D,1603,Papagayos,San Luis,Chacabuco
,AR-Q,1554,Barrancas,Neuquen,Pehuenches
,AR-U,1370,Camarones,Chubut,Florentino Ameghino
,AR-B,1236,General Alvarado,Buenos Aires,General Alvarado
,AR-S,1697,Calchaqui,Santa Fe,Vera
,AR-W,1415,Yapeyu,Corrientes,San Martin
,AR-M,1525,Mendoza,Mendoza,Capital
,AR-M,1525,Mendoza,Mendoza,Capital
,AR-T,1650,Simoca,Tucuman,Simoca
,AR-H,1357,Coronel Du Graty,Chaco,Mayor Luis Jorge Fontana
,AR-X,1386,Marcos Juarez,Cordoba,Marcos Juarez
,AR-Y,1464,Caspala,Jujuy,Valle Grande
,AR-A,1663,Payogasta,Salta,Cachi
,AR-N,1541,Caraguatay,Misiones,Montecarlo
,AR-K,1334,Huillapima,Catamarca,Capayan
,AR-S,1690,Colonia Esther,Santa Fe,San Justo
,AR-B,1220,Chascomus,Buenos Aires,Chascomus
,AR-H,1719,Presidencia Roque Saenz Pena,Chaco,Comandante Fernandez
,AR-L,1480,Anguil,La Pampa,Capital
,AR-M,1515,General Alvear,Mendoza,General Alvear
,AR-S,1689,Sunchales,Santa Fe,Castellanos
,AR-Q,1550,Aguada San Roque,Neuquen,Anelo
,AR-A,1667,Chicoana,Salta,Chicoana
,AR-X,1386,Isla Verde,Cordoba,Marcos Juarez
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba
,AR-T,1651,Burruyacu,Tucuman,Burruyacu
,AR-W,1425,Gobernador Agronomo Valentin Virasoro,Corrientes,Santo Tome
,AR-S,1689,Egusquiza,Santa Fe,Castellanos
,AR-P,1458,Laguna Yema,Formosa,Bermejo
,AR-G,1627,San Pedro de Guasayan,Santiago del Estero,Guasayan
,AR-R,1566,Arroyo los Berros,Rio Negro,Valcheta
,AR-S,1689,Rafaela,Santa Fe,Castellanos
,AR-K,1336,Los Varela,Catamarca,Ambato
,AR-J,1584,Iglesia,San Juan,Iglesia
,AR-U,1379,Los Altares,Chubut,Paso de Indios
,AR-U,1373,Comodoro Rivadavia,Chubut,Escalante
,AR-Q,1552,Manzano Amargo,Neuquen,Minas
,AR-K,1336,Las Juntas,Catamarca,Ambato
,AR-R,1572,Rincon Treneta,Rio Negro,Nueve de Julio
,AR-S,1689,Susana,Santa Fe,Castellanos
,AR-V,1641,Rio Grande,Tierra del Fuego,Rio Grande
,AR-D,1601,Carolina,San Luis,Coronel Pringles
,AR-L,1496,Toay,La Pampa,Toay
,AR-L,1496,Toay,La Pampa,Toay
,AR-Y,1470,Rinconada,Jujuy,Rinconada
,AR-N,1540,Puerto Leoni,Misiones,Libertador General San Martin
,AR-H,1352,Pampa Almiron,Chaco,Libertador General San Martin
,AR-X,1384,Justiniano Posse,Cordoba,Union
,AR-S,1692,Armstrong,Santa Fe,Belgrano
,AR-B,1310,San Isidro,Buenos Aires,San Isidro
,AR-B,1310,San Isidro,Buenos Aires,San Isidro
,AR-X,1400,Villa del Totoral,Cordoba,Totoral
,AR-E,1441,Ubajay,Entre Rios,Colon
,AR-N,1539,Guarani,Misiones,Obera
,AR-F,1505,General Juan Facundo Quiroga,La Rioja,General Juan Facundo Quiroga
,AR-F,1507,General Ocampo,La Rioja,General Ortiz de Ocampo
,AR-T,1647,Alto Verde y los Gucheas,Tucuman,Chicligasta
,AR-A,1670,Rio Piedras,Salta,Metan
,AR-U,1372,Gualjaina,Chubut,Cushamen
,AR-B,1243,General las Heras,Buenos Aires,General las Heras
,AR-B,1243,General las Heras,Buenos Aires,General las Heras
,AR-B,1243,General las Heras,Buenos Aires,General las Heras
,AR-X,1398,Pozo del Molle,Cordoba,Rio Segundo
,AR-S,1691,Chabas,Santa Fe,Caseros
,AR-B,1319,Tordillo,Buenos Aires,Tordillo
,AR-X,1402,Las Palmas,Cordoba,Pocho
,AR-H,1360,General Vedia,Chaco,Bermejo
,AR-A,1665,Rosario de Lerma,Salta,Rosario de Lerma
,AR-A,1665,Rosario de Lerma,Salta,Rosario de Lerma
,AR-N,1542,Nueve de Julio,Misiones,Eldorado
,AR-P,1450,Buena Vista,Formosa,Pilagas
,AR-K,1344,Santa Maria,Catamarca,Santa Maria
,AR-T,1647,Gastona y Belicha,Tucuman,Chicligasta
,AR-W,1418,Colonia Santa Rosa,Corrientes,Concepcion
,AR-X,1382,Sampacho,Cordoba,Rio Cuarto
,AR-S,1689,Josefina,Santa Fe,Castellanos
,AR-W,1428,San Miguel,Corrientes,San Miguel
,AR-S,1696,Totoras,Santa Fe,Iriondo
,AR-X,1387,Colonia las Pichanas,Cordoba,San Justo
,AR-D,1598,Zanjitas,San Luis,Juan Martin de Pueyrredon
,AR-S,1689,Angelica,Santa Fe,Castellanos
,AR-N,1541,Puerto Piray,Misiones,Montecarlo
,AR-G,1624,Colonia Alpina,Santiago del Estero,Rivadavia
,AR-A,1674,Isla de Canas,Salta,Iruya
,AR-G,1624,Selva,Santiago del Estero,Rivadavia
,AR-W,1421,Perugorria,Corrientes,Curuzu Cuatia
,AR-Q,1555,El Cholar,Neuquen,Norquin
,AR-S,1694,Santa Fe,Santa Fe,La Capital
,AR-S,1694,Santa Fe,Santa Fe,La Capital
,AR-S,1694,Santa Fe,Santa Fe,La Capital
,AR-S,1694,Santa Fe,Santa Fe,La Capital
,AR-S,1694,Santa Fe,Santa Fe,La Capital
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo
,AR-R,1567,El Cain,Rio Negro,Veinticinco de Mayo
,AR-S,1688,San Javier,Santa Fe,San Javier
,AR-K,1335,Tapso,Catamarca,El Alto
,AR-U,1367,Aldea Apeleg,Chubut,Rio Senguer
,AR-S,1695,Malabrigo,Santa Fe,General Obligado
,AR-S,1695,Malabrigo,Santa Fe,General Obligado
,AR-Q,1559,Picun Leufu,Neuquen,Picun Leufu
,AR-R,1566,Sierra Paileman,Rio Negro,Valcheta
,AR-B,1312,San Nicolas de los Arroyos,Buenos Aires,San Nicolas
,AR-M,1528,San Martin,Mendoza,San Martin
,AR-X,1383,Saldan,Cordoba,Colon
,AR-X,1383,Saldan,Cordoba,Colon
,AR-B,1327,Villa Gesell,Buenos Aires,Villa Gesell
,AR-B,1327,Villa Gesell,Buenos Aires,Villa Gesell
,AR-B,1277,Merlo,Buenos Aires,Merlo
,AR-B,1277,Merlo,Buenos Aires,Merlo
,AR-B,1277,Merlo,Buenos Aires,Merlo
,AR-B,1277,Merlo,Buenos Aires,Merlo
,AR-B,1277,Merlo,Buenos Aires,Merlo
,AR-Q,1556,Senillosa,Neuquen,Confluencia
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche
,AR-B,1204,Balcarce,Buenos Aires,Balcarce
,AR-E,1434,Diamante,Entre Rios,Diamante
,AR-E,1434,Diamante,Entre Rios,Diamante
,AR-E,1434,Diamante,Entre Rios,Diamante
,AR-N,1542,Eldorado,Misiones,Eldorado
,AR-E,1439,Hernandarias,Entre Rios,Parana
,AR-X,1384,Morrison,Cordoba,Union
,AR-X,1384,Morrison,Cordoba,Union
,AR-R,1574,Dina Huapi,Rio Negro,Bariloche
,AR-P,1451,Clorinda,Formosa,Pilcomayo
,AR-X,1394,La Posta,Cordoba,Rio Primero
,AR-X,1383,Unquillo,Cordoba,Colon
,AR-X,1383,Unquillo,Cordoba,Colon
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez
,AR-U,1367,Rio Mayo,Chubut,Rio Senguer
,AR-B,1280,Moreno,Buenos Aires,Moreno
,AR-S,1684,Arroyo Seco,Santa Fe,Rosario
,AR-X,1389,Alta Gracia,Cordoba,Santa Maria
,AR-X,1389,Alta Gracia,Cordoba,Santa Maria
,AR-B,1212,Campana,Buenos Aires,Campana
,AR-X,1394,Monte Cristo,Cordoba,Rio Primero
,AR-B,1196,Adolfo Gonzales Chaves,Buenos Aires,Adolfo Gonzales Chaves
,AR-B,1289,Pergamino,Buenos Aires,Pergamino
,AR-B,1289,Pergamino,Buenos Aires,Pergamino
,AR-B,1289,Pergamino,Buenos Aires,Pergamino
,AR-B,1289,Pergamino,Buenos Aires,Pergamino
,AR-B,1247,General Pueyrredon,Buenos Aires,General Pueyrredon
,AR-B,1247,General Pueyrredon,Buenos Aires,General Pueyrredon
,AR-X,1391,Los Condores,Cordoba,Calamuchita
,AR-B,1209,Bolivar,Buenos Aires,Bolivar
,AR-B,1293,Presidente Peron,Buenos Aires,Presidente Peron
,AR-B,1229,Ensenada,Buenos Aires,Ensenada
,AR-X,1393,Villa Maria,Cordoba,General San Martin
,AR-B,1244,General Lavalle,Buenos Aires,General Lavalle
,AR-Y,1471,Palpala,Jujuy,Palpala
,AR-E,1437,Piedras Blancas,Entre Rios,La Paz
,AR-S,1698,El Trebol,Santa Fe,San Martin
,AR-B,1219,Chacabuco,Buenos Aires,Chacabuco
,AR-E,1433,Gualeguaychu,Entre Rios,Gualeguaychu
,AR-E,1444,San Salvador,Entre Rios,San Salvador
,AR-B,1300,Rojas,Buenos Aires,Rojas
,AR-B,1300,Rojas,Buenos Aires,Rojas
,AR-B,1300,Rojas,Buenos Aires,Rojas
,AR-A,1676,San Jose de los Cerrillos,Salta,Cerrillos
,AR-L,1481,Trenel,La Pampa,Trenel
,AR-B,1198,Almirante Brown,Buenos Aires,Almirante Brown
,AR-B,1198,Almirante Brown,Buenos Aires,Almirante Brown
,AR-X,1383,Colonia Caroya,Cordoba,Colon
,AR-X,1400,Sinsacate,Cordoba,Totoral
,AR-Q,1565,Villa la Angostura,Neuquen,Los Lagos
,AR-P,1452,Formosa,Formosa,Formosa
,AR-B,1316,Tandil,Buenos Aires,Tandil
,AR-G,1632,Villa Atamisqui,Santiago del Estero,Atamisqui
,AR-G,1622,Los Telares,Santiago del Estero,Salavina
,AR-W,1430,Santa Ana,Corrientes,San Cosme
,AR-X,1398,Calchin,Cordoba,Rio Segundo
,AR-X,1398,Calchin,Cordoba,Rio Segundo
,AR-B,1281,Moron,Buenos Aires,Moron
,AR-B,1281,Moron,Buenos Aires,Moron
,AR-X,1388,Hernando,Cordoba,Tercero Arriba
,AR-X,1388,Hernando,Cordoba,Tercero Arriba
,AR-X,1387,Brinkmann,Cordoba,San Justo
,AR-E,1439,Crespo,Entre Rios,Parana
,AR-E,1439,San Benito,Entre Rios,Parana
,AR-M,1520,Las Heras,Mendoza,Las Heras
,AR-X,1387,Sacanta,Cordoba,San Justo
,AR-X,1387,Sacanta,Cordoba,San Justo
,AR-M,1518,Junin,Mendoza,Junin
,AR-A,1666,El Bordo,Salta,General Guemes
,AR-A,1681,Salta,Salta,Capital
,AR-B,1315,Suipacha,Buenos Aires,Suipacha
,AR-B,1286,Patagones,Buenos Aires,Patagones
,AR-X,1384,Alto Alegre,Cordoba,Union
,AR-B,1270,Lujan,Buenos Aires,Lujan
